fecha,anio,mes,dia_semana,doy,feriado,poblacion_anual,temp_med,pm25,mort_total,mort_cardio,mort_resp,hosp_total,hosp_cardio,hosp_resp
2020-10-06,2020,10,mar,280,0,10628000,16.49,23.41,165,53,23,590,99,132
2020-10-07,2020,10,mie,281,0,10628000,15.49,19.0,171,53,30,529,121,140
2020-10-08,2020,10,jue,282,0,10628000,17.37,16.97,177,57,23,543,109,120
2020-10-09,2020,10,vie,283,0,10628000,17.06,31.11,184,66,25,547,125,143
2020-10-10,2020,10,sab,284,0,10628000,15.52,21.67,170,44,26,522,123,143
2020-10-11,2020,10,dom,285,0,10628000,16.36,30.85,181,53,18,449,109,129
2020-10-12,2020,10,lun,286,0,10628000,17.26,33.36,173,59,28,595,104,137
2020-10-13,2020,10,mar,287,0,10628000,13.94,25.35,167,59,29,542,140,125
2020-10-14,2020,10,mie,288,0,10628000,17.67,23.41,166,51,25,531,102,144
2020-10-15,2020,10,jue,289,0,10628000,17.81,21.54,167,61,28,523,103,135
2020-10-16,2020,10,vie,290,0,10628000,18.32,12.94,165,64,26,574,86,133
2020-10-17,2020,10,sab,291,0,10628000,16.87,19.3,163,48,25,559,109,135
2020-10-18,2020,10,dom,292,0,10628000,15.92,20.43,141,54,25,552,112,139
2020-10-19,2020,10,lun,293,0,10628000,18.43,21.26,185,50,27,549,114,142
2020-10-20,2020,10,mar,294,0,10628000,16.08,19.59,184,45,27,540,79,153
2020-10-21,2020,10,mie,295,0,10628000,18.42,23.84,146,47,24,548,142,145
2020-10-22,2020,10,jue,296,0,10628000,17.01,22.25,158,46,34,537,96,122
2020-10-23,2020,10,vie,297,0,10628000,16.65,24.61,155,42,28,496,115,151
2020-10-24,2020,10,sab,298,0,10628000,18.27,15.82,161,47,37,504,95,150
2020-10-25,2020,10,dom,299,0,10628000,19.31,29.98,151,52,32,530,100,137
2020-10-26,2020,10,lun,300,0,10628000,17.83,26.11,176,62,15,554,90,149
2020-10-27,2020,10,mar,301,0,10628000,17.77,22.43,161,52,26,521,105,142
2020-10-28,2020,10,mie,302,0,10628000,16.09,19.15,173,49,39,526,106,113
2020-10-29,2020,10,jue,303,0,10628000,19.16,18.05,185,48,26,503,101,115
2020-10-30,2020,10,vie,304,0,10628000,18.3,26.66,153,49,26,430,109,146
2020-10-31,2020,10,sab,305,0,10628000,17.94,17.5,158,51,29,496,109,142
2020-11-01,2020,11,dom,306,0,10628000,19.88,19.63,148,56,21,510,100,131
2020-11-02,2020,11,lun,307,0,10628000,16.48,24.28,181,60,25,488,100,119
2020-11-03,2020,11,mar,308,0,10628000,17.81,19.34,135,41,21,499,114,121
2020-11-04,2020,11,mie,309,0,10628000,18.47,23.16,161,51,22,524,80,118
2020-11-05,2020,11,jue,310,0,10628000,18.16,12.43,155,44,35,495,108,119
2020-11-06,2020,11,vie,311,0,10628000,15.64,16.74,146,36,31,459,104,154
2020-11-07,2020,11,sab,312,0,10628000,19.04,8.74,168,48,28,522,112,109
2020-11-08,2020,11,dom,313,0,10628000,18.63,16.18,164,38,27,537,102,133
2020-11-09,2020,11,lun,314,0,10628000,19.94,18.94,151,47,28,558,91,117
2020-11-10,2020,11,mar,315,0,10628000,21.22,29.67,136,49,31,473,115,126
2020-11-11,2020,11,mie,316,0,10628000,18.6,16.82,152,32,31,541,107,120
2020-11-12,2020,11,jue,317,0,10628000,19.34,21.29,152,38,28,546,86,118
2020-11-13,2020,11,vie,318,0,10628000,19.23,22.49,146,35,31,510,92,115
2020-11-14,2020,11,sab,319,0,10628000,19.19,24.21,157,37,27,504,92,118
2020-11-15,2020,11,dom,320,0,10628000,18.87,19.36,142,40,26,526,108,131
2020-11-16,2020,11,lun,321,0,10628000,19.55,23.65,164,53,22,507,83,132
2020-11-17,2020,11,mar,322,0,10628000,20.49,28.72,147,47,25,476,115,120
2020-11-18,2020,11,mie,323,0,10628000,18.17,11.28,157,53,31,479,102,119
2020-11-19,2020,11,jue,324,0,10628000,21.52,16.59,145,42,35,461,100,121
2020-11-20,2020,11,vie,325,0,10628000,19.9,17.44,152,39,26,444,103,101
2020-11-21,2020,11,sab,326,0,10628000,19.71,15.85,133,57,20,463,99,112
2020-11-22,2020,11,dom,327,0,10628000,16.7,12.87,154,33,25,448,113,131
2020-11-23,2020,11,lun,328,0,10628000,19.43,24.22,134,40,27,452,92,112
2020-11-24,2020,11,mar,329,0,10628000,18.33,15.66,149,45,21,501,91,107
2020-11-25,2020,11,mie,330,0,10628000,20.24,15.36,145,38,24,436,99,114
2020-11-26,2020,11,jue,331,0,10628000,20.74,20.78,165,34,26,455,103,101
2020-11-27,2020,11,vie,332,0,10628000,21.03,14.64,167,53,15,450,101,109
2020-11-28,2020,11,sab,333,0,10628000,19.5,9.97,142,52,22,466,117,128
2020-11-29,2020,11,dom,334,0,10628000,19.66,8.56,122,47,31,409,74,119
2020-11-30,2020,11,lun,335,0,10628000,20.32,17.26,160,32,26,482,90,112
2020-12-01,2020,12,mar,336,0,10628000,17.33,22.87,160,43,17,485,77,119
2020-12-02,2020,12,mie,337,0,10628000,19.38,21.64,157,42,20,496,100,129
2020-12-03,2020,12,jue,338,0,10628000,19.3,19.79,162,45,18,478,99,114
2020-12-04,2020,12,vie,339,0,10628000,20.62,18.01,141,40,27,438,107,115
2020-12-05,2020,12,sab,340,0,10628000,19.5,11.53,126,40,14,527,83,102
2020-12-06,2020,12,dom,341,0,10628000,20.99,13.72,148,41,26,503,81,126
2020-12-07,2020,12,lun,342,0,10628000,19.91,10.97,129,35,17,525,100,114
2020-12-08,2020,12,mar,343,0,10628000,21.21,17.75,134,31,19,523,87,101
2020-12-09,2020,12,mie,344,0,10628000,22.9,21.85,145,48,23,459,93,113
2020-12-10,2020,12,jue,345,0,10628000,22.15,8.66,154,42,15,463,89,103
2020-12-11,2020,12,vie,346,0,10628000,21.47,23.23,138,28,17,440,84,95
2020-12-12,2020,12,sab,347,0,10628000,21.75,3.0,133,41,18,456,97,100
2020-12-13,2020,12,dom,348,0,10628000,19.98,9.58,142,39,31,426,87,112
2020-12-14,2020,12,lun,349,0,10628000,19.54,10.98,146,43,32,522,99,115
2020-12-15,2020,12,mar,350,0,10628000,19.49,12.67,152,39,34,450,90,110
2020-12-16,2020,12,mie,351,0,10628000,20.79,14.39,133,39,19,445,99,111
2020-12-17,2020,12,jue,352,0,10628000,22.37,22.33,132,39,22,511,97,118
2020-12-18,2020,12,vie,353,0,10628000,19.77,10.96,167,39,19,428,88,102
2020-12-19,2020,12,sab,354,0,10628000,21.25,8.28,157,42,28,500,84,110
2020-12-20,2020,12,dom,355,0,10628000,19.23,9.11,155,60,19,440,97,108
2020-12-21,2020,12,lun,356,0,10628000,19.31,12.98,147,42,33,488,93,106
2020-12-22,2020,12,mar,357,0,10628000,21.84,12.45,127,37,18,422,101,107
2020-12-23,2020,12,mie,358,0,10628000,20.03,8.92,128,39,14,445,98,106
2020-12-24,2020,12,jue,359,0,10628000,20.03,16.76,122,30,30,445,86,103
2020-12-25,2020,12,vie,360,1,10628000,23.3,14.76,120,26,24,446,89,88
2020-12-26,2020,12,sab,361,0,10628000,21.05,17.32,132,50,28,509,84,114
2020-12-27,2020,12,dom,362,0,10628000,20.95,18.47,135,33,14,489,88,101
2020-12-28,2020,12,lun,363,0,10628000,20.77,7.46,152,33,25,445,85,120
2020-12-29,2020,12,mar,364,0,10628000,21.58,23.05,139,38,13,490,78,113
2020-12-30,2020,12,mie,365,0,10628000,20.27,17.69,157,41,18,483,85,117
2020-12-31,2020,12,jue,366,0,10628000,21.22,21.42,137,32,18,426,91,105
2021-01-01,2021,1,vie,1,1,10775000,22.46,14.63,134,35,17,357,81,103
2021-01-02,2021,1,sab,2,0,10775000,20.81,15.28,149,46,21,453,67,114
2021-01-03,2021,1,dom,3,0,10775000,18.37,14.82,154,35,28,442,74,93
2021-01-04,2021,1,lun,4,0,10775000,20.47,21.68,145,26,28,450,73,104
2021-01-05,2021,1,mar,5,0,10775000,22.21,11.88,132,38,19,476,84,124
2021-01-06,2021,1,mie,6,0,10775000,22.67,11.89,161,46,28,475,83,94
2021-01-07,2021,1,jue,7,0,10775000,21.79,13.61,115,45,13,429,93,123
2021-01-08,2021,1,vie,8,0,10775000,23.1,21.61,118,38,23,479,85,130
2021-01-09,2021,1,sab,9,0,10775000,20.17,19.46,145,42,17,500,84,105
2021-01-10,2021,1,dom,10,0,10775000,22.98,6.25,135,40,22,461,104,110
2021-01-11,2021,1,lun,11,0,10775000,21.73,17.49,147,39,25,448,87,105
2021-01-12,2021,1,mar,12,0,10775000,22.32,14.66,127,39,24,449,91,101
2021-01-13,2021,1,mie,13,0,10775000,18.1,13.64,125,34,26,446,89,88
2021-01-14,2021,1,jue,14,0,10775000,22.63,17.5,138,42,26,422,88,126
2021-01-15,2021,1,vie,15,0,10775000,21.87,24.1,149,51,21,506,74,111
2021-01-16,2021,1,sab,16,0,10775000,23.9,14.77,124,40,19,473,94,101
2021-01-17,2021,1,dom,17,0,10775000,21.86,9.55,150,33,20,438,81,98
2021-01-18,2021,1,lun,18,0,10775000,20.49,11.7,151,46,19,448,111,96
2021-01-19,2021,1,mar,19,0,10775000,20.72,17.38,139,31,30,440,86,88
2021-01-20,2021,1,mie,20,0,10775000,22.19,16.19,143,41,26,419,80,100
2021-01-21,2021,1,jue,21,0,10775000,22.09,20.57,144,37,19,442,95,100
2021-01-22,2021,1,vie,22,0,10775000,20.99,21.92,140,36,15,455,84,120
2021-01-23,2021,1,sab,23,0,10775000,20.48,13.22,134,42,18,471,90,104
2021-01-24,2021,1,dom,24,0,10775000,23.6,15.03,165,38,21,495,80,90
2021-01-25,2021,1,lun,25,0,10775000,21.52,23.38,134,38,18,469,110,113
2021-01-26,2021,1,mar,26,0,10775000,21.74,21.55,141,40,18,508,91,121
2021-01-27,2021,1,mie,27,0,10775000,21.2,10.58,137,29,18,410,90,96
2021-01-28,2021,1,jue,28,0,10775000,23.53,7.98,163,41,23,397,88,112
2021-01-29,2021,1,vie,29,0,10775000,23.2,8.33,165,48,19,457,96,104
2021-01-30,2021,1,sab,30,0,10775000,20.65,3.42,144,57,26,438,94,102
2021-01-31,2021,1,dom,31,0,10775000,21.8,14.17,121,33,18,487,88,99
2021-02-01,2021,2,lun,32,0,10775000,20.8,9.01,143,42,18,469,100,106
2021-02-02,2021,2,mar,33,0,10775000,24.14,18.72,140,34,20,500,82,103
2021-02-03,2021,2,mie,34,0,10775000,22.46,11.25,128,33,24,548,94,109
2021-02-04,2021,2,jue,35,0,10775000,21.6,20.17,157,48,21,427,97,102
2021-02-05,2021,2,vie,36,0,10775000,21.54,18.61,139,31,19,451,96,100
2021-02-06,2021,2,sab,37,0,10775000,22.6,13.29,155,41,20,431,108,97
2021-02-07,2021,2,dom,38,0,10775000,21.66,14.81,123,45,25,394,80,95
2021-02-08,2021,2,lun,39,0,10775000,23.82,9.15,179,31,20,512,96,93
2021-02-09,2021,2,mar,40,0,10775000,20.86,3.31,128,41,12,485,84,113
2021-02-10,2021,2,mie,41,0,10775000,20.49,12.91,128,37,26,467,97,105
2021-02-11,2021,2,jue,42,0,10775000,23.67,17.92,151,51,26,420,102,93
2021-02-12,2021,2,vie,43,0,10775000,21.47,9.23,162,37,31,422,95,94
2021-02-13,2021,2,sab,44,0,10775000,23.68,16.09,138,47,17,476,97,90
2021-02-14,2021,2,dom,45,0,10775000,23.04,15.88,159,41,12,427,88,119
2021-02-15,2021,2,lun,46,0,10775000,20.35,16.56,159,49,26,519,93,99
2021-02-16,2021,2,mar,47,0,10775000,21.25,17.35,146,37,19,518,96,98
2021-02-17,2021,2,mie,48,0,10775000,22.04,15.66,128,38,23,497,97,113
2021-02-18,2021,2,jue,49,0,10775000,21.71,16.92,126,54,21,489,98,111
2021-02-19,2021,2,vie,50,0,10775000,22.33,9.94,147,44,26,463,94,113
2021-02-20,2021,2,sab,51,0,10775000,21.23,18.65,134,36,14,405,85,112
2021-02-21,2021,2,dom,52,0,10775000,21.86,15.19,122,37,19,429,94,90
2021-02-22,2021,2,lun,53,0,10775000,23.16,19.25,131,47,25,470,94,102
2021-02-23,2021,2,mar,54,0,10775000,23.55,12.9,152,37,16,439,91,107
2021-02-24,2021,2,mie,55,0,10775000,20.99,9.31,137,39,20,503,98,111
2021-02-25,2021,2,jue,56,0,10775000,21.65,23.02,151,39,17,451,82,108
2021-02-26,2021,2,vie,57,0,10775000,21.77,9.58,135,35,22,486,90,101
2021-02-27,2021,2,sab,58,0,10775000,20.29,12.4,143,28,17,466,92,95
2021-02-28,2021,2,dom,59,0,10775000,23.02,13.62,123,46,24,422,80,123
2021-03-01,2021,3,lun,60,0,10775000,22.56,18.54,159,40,26,475,95,120
2021-03-02,2021,3,mar,61,0,10775000,22.5,19.04,140,47,20,466,112,111
2021-03-03,2021,3,mie,62,0,10775000,21.72,17.43,152,33,23,406,105,116
2021-03-04,2021,3,jue,63,0,10775000,22.89,10.48,148,38,22,485,107,121
2021-03-05,2021,3,vie,64,0,10775000,22.98,16.39,150,52,22,519,91,98
2021-03-06,2021,3,sab,65,0,10775000,23.2,14.44,139,54,22,436,77,112
2021-03-07,2021,3,dom,66,0,10775000,21.59,17.71,160,37,18,424,87,120
2021-03-08,2021,3,lun,67,0,10775000,22.19,19.34,149,34,17,502,110,118
2021-03-09,2021,3,mar,68,0,10775000,21.29,23.96,134,50,22,479,93,112
2021-03-10,2021,3,mie,69,0,10775000,21.34,22.62,161,44,21,532,89,101
2021-03-11,2021,3,jue,70,0,10775000,22.89,12.17,138,41,16,479,84,121
2021-03-12,2021,3,vie,71,0,10775000,21.75,19.02,149,48,15,458,93,101
2021-03-13,2021,3,sab,72,0,10775000,21.48,18.03,132,40,24,475,86,103
2021-03-14,2021,3,dom,73,0,10775000,22.37,13.43,149,41,23,461,88,114
2021-03-15,2021,3,lun,74,0,10775000,22.42,26.66,164,43,28,442,115,118
2021-03-16,2021,3,mar,75,0,10775000,20.69,16.5,139,42,14,454,95,106
2021-03-17,2021,3,mie,76,0,10775000,20.79,12.94,140,47,26,499,87,124
2021-03-18,2021,3,jue,77,0,10775000,22.4,10.67,159,32,17,428,73,102
2021-03-19,2021,3,vie,78,0,10775000,22.15,17.36,147,35,19,477,102,108
2021-03-20,2021,3,sab,79,0,10775000,21.24,14.54,113,37,25,504,64,118
2021-03-21,2021,3,dom,80,0,10775000,22.89,15.13,170,32,26,461,94,104
2021-03-22,2021,3,lun,81,0,10775000,21.31,9.11,147,40,17,523,96,127
2021-03-23,2021,3,mar,82,0,10775000,19.08,20.4,129,40,25,471,85,112
2021-03-24,2021,3,mie,83,0,10775000,20.41,26.26,136,51,17,431,106,130
2021-03-25,2021,3,jue,84,0,10775000,19.57,17.45,144,42,19,447,87,112
2021-03-26,2021,3,vie,85,0,10775000,22.68,23.86,169,47,19,516,95,130
2021-03-27,2021,3,sab,86,0,10775000,21.88,14.92,145,30,23,472,102,122
2021-03-28,2021,3,dom,87,0,10775000,21.38,14.07,141,42,28,496,90,117
2021-03-29,2021,3,lun,88,0,10775000,18.42,28.1,152,36,27,514,110,104
2021-03-30,2021,3,mar,89,0,10775000,19.39,25.17,173,39,28,535,101,97
2021-03-31,2021,3,mie,90,0,10775000,20.95,26.16,135,41,28,555,101,121
2021-04-01,2021,4,jue,91,0,10775000,18.96,33.59,163,50,19,448,91,111
2021-04-02,2021,4,vie,92,0,10775000,22.19,22.11,151,41,18,518,84,123
2021-04-03,2021,4,sab,93,0,10775000,20.9,19.2,181,52,20,514,99,111
2021-04-04,2021,4,dom,94,0,10775000,20.81,20.17,142,43,24,478,93,122
2021-04-05,2021,4,lun,95,0,10775000,20.87,29.83,173,38,27,491,94,114
2021-04-06,2021,4,mar,96,0,10775000,19.76,27.55,147,42,22,487,89,105
2021-04-07,2021,4,mie,97,0,10775000,19.61,18.53,148,39,19,509,78,86
2021-04-08,2021,4,jue,98,0,10775000,18.55,19.05,179,39,21,510,119,103
2021-04-09,2021,4,vie,99,0,10775000,20.81,25.2,168,47,14,488,96,137
2021-04-10,2021,4,sab,100,0,10775000,21.23,23.03,150,51,21,502,95,133
2021-04-11,2021,4,dom,101,0,10775000,20.41,23.02,149,49,26,505,91,136
2021-04-12,2021,4,lun,102,0,10775000,20.32,26.59,173,53,28,479,110,97
2021-04-13,2021,4,mar,103,0,10775000,19.49,23.06,172,36,22,530,93,125
2021-04-14,2021,4,mie,104,0,10775000,20.87,27.27,149,62,24,555,112,150
2021-04-15,2021,4,jue,105,0,10775000,17.58,27.58,169,56,26,495,121,121
2021-04-16,2021,4,vie,106,0,10775000,19.16,20.05,155,53,28,501,111,117
2021-04-17,2021,4,sab,107,0,10775000,19.65,15.41,171,48,26,536,108,124
2021-04-18,2021,4,dom,108,0,10775000,19.78,23.06,148,41,27,533,91,134
2021-04-19,2021,4,lun,109,0,10775000,20.61,23.0,159,41,27,517,112,120
2021-04-20,2021,4,mar,110,0,10775000,20.07,18.02,172,34,23,500,91,118
2021-04-21,2021,4,mie,111,0,10775000,20.44,29.26,157,42,21,480,110,110
2021-04-22,2021,4,jue,112,0,10775000,21.7,27.67,170,45,30,460,101,129
2021-04-23,2021,4,vie,113,0,10775000,21.81,32.7,152,44,24,537,96,133
2021-04-24,2021,4,sab,114,0,10775000,20.89,22.64,137,45,22,502,122,114
2021-04-25,2021,4,dom,115,0,10775000,21.56,23.45,145,49,25,564,94,132
2021-04-26,2021,4,lun,116,0,10775000,22.09,19.03,168,49,23,548,117,124
2021-04-27,2021,4,mar,117,0,10775000,20.41,33.47,169,36,21,497,111,133
2021-04-28,2021,4,mie,118,0,10775000,18.24,29.67,152,38,32,513,99,119
2021-04-29,2021,4,jue,119,0,10775000,21.08,31.22,156,55,21,527,110,141
2021-04-30,2021,4,vie,120,0,10775000,18.63,25.67,142,38,22,541,102,120
2021-05-01,2021,5,sab,121,0,10775000,22.0,23.79,143,51,27,500,101,126
2021-05-02,2021,5,dom,122,0,10775000,21.79,25.89,141,42,26,519,120,149
2021-05-03,2021,5,lun,123,0,10775000,19.05,23.62,166,43,34,559,88,124
2021-05-04,2021,5,mar,124,0,10775000,18.3,23.68,157,64,26,474,111,150
2021-05-05,2021,5,mie,125,0,10775000,18.74,37.72,173,44,23,572,77,152
2021-05-06,2021,5,jue,126,0,10775000,19.44,29.61,183,53,19,456,110,135
2021-05-07,2021,5,vie,127,0,10775000,21.01,24.6,176,43,23,497,94,121
2021-05-08,2021,5,sab,128,0,10775000,17.93,18.09,167,48,21,515,98,135
2021-05-09,2021,5,dom,129,0,10775000,20.42,19.48,150,55,14,487,108,112
2021-05-10,2021,5,lun,130,0,10775000,16.83,30.17,190,59,35,545,104,140
2021-05-11,2021,5,mar,131,0,10775000,20.72,23.89,141,60,30,503,105,121
2021-05-12,2021,5,mie,132,0,10775000,19.14,23.42,162,44,14,562,120,117
2021-05-13,2021,5,jue,133,0,10775000,19.4,27.94,159,47,25,532,99,116
2021-05-14,2021,5,vie,134,0,10775000,18.98,30.94,159,62,21,498,107,132
2021-05-15,2021,5,sab,135,0,10775000,20.18,32.72,166,47,29,508,105,141
2021-05-16,2021,5,dom,136,0,10775000,19.45,22.34,152,45,27,574,87,140
2021-05-17,2021,5,lun,137,0,10775000,20.98,26.11,162,56,23,632,110,128
2021-05-18,2021,5,mar,138,0,10775000,16.77,31.6,188,45,21,558,106,135
2021-05-19,2021,5,mie,139,0,10775000,17.77,27.47,155,49,25,592,109,122
2021-05-20,2021,5,jue,140,0,10775000,17.19,34.24,155,56,16,579,107,141
2021-05-21,2021,5,vie,141,0,10775000,19.61,27.85,189,43,23,568,114,129
2021-05-22,2021,5,sab,142,0,10775000,16.67,20.68,179,55,24,520,129,128
2021-05-23,2021,5,dom,143,0,10775000,21.56,23.91,161,46,26,535,106,155
2021-05-24,2021,5,lun,144,0,10775000,18.71,22.84,178,51,22,585,111,147
2021-05-25,2021,5,mar,145,0,10775000,20.01,28.1,171,54,32,549,128,146
2021-05-26,2021,5,mie,146,0,10775000,17.33,33.29,154,49,39,635,114,129
2021-05-27,2021,5,jue,147,0,10775000,18.68,31.28,186,51,18,574,126,125
2021-05-28,2021,5,vie,148,0,10775000,19.14,30.57,172,52,24,556,115,122
2021-05-29,2021,5,sab,149,0,10775000,17.49,21.89,175,54,29,568,110,155
2021-05-30,2021,5,dom,150,0,10775000,18.02,24.62,164,48,19,557,149,140
2021-05-31,2021,5,lun,151,0,10775000,20.11,29.61,166,43,24,567,99,135
2021-06-01,2021,6,mar,152,0,10775000,19.71,32.91,168,37,29,574,118,127
2021-06-02,2021,6,mie,153,0,10775000,18.84,44.44,178,55,23,538,112,131
2021-06-03,2021,6,jue,154,0,10775000,20.46,28.49,145,48,25,644,117,143
2021-06-04,2021,6,vie,155,0,10775000,15.71,36.75,190,48,29,504,108,130
2021-06-05,2021,6,sab,156,0,10775000,18.35,23.38,171,44,34,556,119,118
2021-06-06,2021,6,dom,157,0,10775000,17.49,24.08,182,50,34,507,122,139
2021-06-07,2021,6,lun,158,0,10775000,19.61,22.51,158,49,28,576,123,129
2021-06-08,2021,6,mar,159,0,10775000,19.18,28.57,169,45,33,635,117,143
2021-06-09,2021,6,mie,160,0,10775000,19.21,37.81,182,68,29,574,149,132
2021-06-10,2021,6,jue,161,0,10775000,17.04,32.58,160,48,25,549,110,126
2021-06-11,2021,6,vie,162,0,10775000,18.38,38.89,175,32,26,548,103,153
2021-06-12,2021,6,sab,163,0,10775000,18.96,27.4,173,66,32,551,124,125
2021-06-13,2021,6,dom,164,0,10775000,19.18,35.32,167,50,29,560,140,142
2021-06-14,2021,6,lun,165,0,10775000,16.46,30.31,184,50,27,627,96,144
2021-06-15,2021,6,mar,166,0,10775000,16.71,37.62,171,49,23,594,121,133
2021-06-16,2021,6,mie,167,0,10775000,17.78,41.45,182,56,30,537,111,135
2021-06-17,2021,6,jue,168,0,10775000,19.11,32.22,158,48,30,630,120,135
2021-06-18,2021,6,vie,169,0,10775000,18.14,26.7,178,55,39,584,111,133
2021-06-19,2021,6,sab,170,0,10775000,19.0,39.73,155,43,23,589,132,144
2021-06-20,2021,6,dom,171,0,10775000,14.97,26.27,153,45,34,557,114,126
2021-06-21,2021,6,lun,172,0,10775000,16.94,30.88,183,61,30,610,140,136
2021-06-22,2021,6,mar,173,0,10775000,17.82,32.23,174,50,22,570,127,135
2021-06-23,2021,6,mie,174,0,10775000,17.51,38.43,170,50,22,615,119,139
2021-06-24,2021,6,jue,175,0,10775000,14.87,37.38,176,56,27,600,121,129
2021-06-25,2021,6,vie,176,0,10775000,18.42,37.28,190,50,41,608,116,157
2021-06-26,2021,6,sab,177,0,10775000,17.48,29.7,189,48,24,590,121,162
2021-06-27,2021,6,dom,178,0,10775000,16.46,30.17,189,49,28,586,106,143
2021-06-28,2021,6,lun,179,0,10775000,18.42,38.31,177,60,30,709,125,139
2021-06-29,2021,6,mar,180,0,10775000,14.87,42.6,180,47,30,542,121,153
2021-06-30,2021,6,mie,181,0,10775000,16.3,28.09,201,55,25,609,134,154
2021-07-01,2021,7,jue,182,0,10775000,17.93,40.66,167,44,34,620,131,150
2021-07-02,2021,7,vie,183,0,10775000,17.29,39.28,204,66,38,600,108,138
2021-07-03,2021,7,sab,184,0,10775000,16.53,34.82,199,60,24,553,111,160
2021-07-04,2021,7,dom,185,0,10775000,16.58,28.08,166,65,27,657,113,150
2021-07-05,2021,7,lun,186,0,10775000,16.45,35.12,184,47,31,644,131,137
2021-07-06,2021,7,mar,187,0,10775000,17.74,36.62,196,56,30,637,114,153
2021-07-07,2021,7,mie,188,0,10775000,16.3,31.52,178,38,30,564,131,159
2021-07-08,2021,7,jue,189,0,10775000,17.45,40.67,201,67,23,624,133,146
2021-07-09,2021,7,vie,190,0,10775000,14.1,32.46,189,50,22,638,135,158
2021-07-10,2021,7,sab,191,0,10775000,18.05,39.54,178,62,29,550,144,164
2021-07-11,2021,7,dom,192,0,10775000,19.47,24.39,174,57,32,626,128,161
2021-07-12,2021,7,lun,193,0,10775000,17.11,28.04,204,54,28,605,122,168
2021-07-13,2021,7,mar,194,0,10775000,16.38,25.45,189,50,30,555,120,153
2021-07-14,2021,7,mie,195,0,10775000,15.82,38.51,163,40,24,620,113,152
2021-07-15,2021,7,jue,196,0,10775000,17.27,30.43,181,53,32,546,123,148
2021-07-16,2021,7,vie,197,0,10775000,15.63,30.85,182,61,23,626,128,148
2021-07-17,2021,7,sab,198,0,10775000,15.4,36.53,171,51,39,594,132,179
2021-07-18,2021,7,dom,199,0,10775000,13.8,40.66,178,62,29,599,134,174
2021-07-19,2021,7,lun,200,0,10775000,16.62,31.2,208,66,35,627,138,159
2021-07-20,2021,7,mar,201,0,10775000,15.96,41.79,193,58,32,636,136,166
2021-07-21,2021,7,mie,202,0,10775000,16.0,37.66,182,54,36,618,129,149
2021-07-22,2021,7,jue,203,0,10775000,16.26,34.88,195,60,32,655,141,164
2021-07-23,2021,7,vie,204,0,10775000,15.4,28.95,202,57,35,705,119,144
2021-07-24,2021,7,sab,205,0,10775000,16.45,24.86,214,73,36,581,131,164
2021-07-25,2021,7,dom,206,0,10775000,14.91,32.21,186,64,28,690,146,130
2021-07-26,2021,7,lun,207,0,10775000,16.05,35.54,194,52,23,628,147,164
2021-07-27,2021,7,mar,208,0,10775000,15.83,31.39,181,60,34,698,132,167
2021-07-28,2021,7,mie,209,1,10775000,14.1,29.87,172,47,27,545,117,156
2021-07-29,2021,7,jue,210,1,10775000,14.68,28.21,179,42,35,601,123,144
2021-07-30,2021,7,vie,211,0,10775000,15.41,36.55,203,62,40,649,147,165
2021-07-31,2021,7,sab,212,0,10775000,15.44,35.11,193,61,30,680,138,146
2021-08-01,2021,8,dom,213,0,10775000,16.41,35.3,199,59,29,632,124,158
2021-08-02,2021,8,lun,214,0,10775000,15.6,37.73,191,62,29,680,140,160
2021-08-03,2021,8,mar,215,0,10775000,16.01,31.9,191,61,32,645,122,152
2021-08-04,2021,8,mie,216,0,10775000,15.57,42.58,212,54,31,651,147,178
2021-08-05,2021,8,jue,217,0,10775000,12.95,29.48,235,51,34,606,126,168
2021-08-06,2021,8,vie,218,0,10775000,15.9,37.32,187,68,29,585,134,154
2021-08-07,2021,8,sab,219,0,10775000,15.03,29.41,186,67,51,584,136,142
2021-08-08,2021,8,dom,220,0,10775000,15.84,25.77,175,53,27,679,121,147
2021-08-09,2021,8,lun,221,0,10775000,15.1,31.07,174,67,34,651,150,162
2021-08-10,2021,8,mar,222,0,10775000,16.81,36.97,188,62,29,598,150,159
2021-08-11,2021,8,mie,223,0,10775000,15.96,39.62,194,63,26,587,127,142
2021-08-12,2021,8,jue,224,0,10775000,16.86,35.73,181,60,37,577,127,129
2021-08-13,2021,8,vie,225,0,10775000,16.95,19.37,200,58,30,616,117,153
2021-08-14,2021,8,sab,226,0,10775000,15.33,34.65,194,51,27,611,123,135
2021-08-15,2021,8,dom,227,0,10775000,16.98,20.26,205,56,30,604,140,155
2021-08-16,2021,8,lun,228,0,10775000,16.28,43.46,172,52,43,615,141,143
2021-08-17,2021,8,mar,229,0,10775000,14.74,34.82,195,61,32,578,136,145
2021-08-18,2021,8,mie,230,0,10775000,15.87,34.39,194,62,31,629,119,155
2021-08-19,2021,8,jue,231,0,10775000,16.13,38.6,182,52,41,628,138,174
2021-08-20,2021,8,vie,232,0,10775000,17.54,32.07,188,67,38,661,128,156
2021-08-21,2021,8,sab,233,0,10775000,15.6,29.1,167,42,26,570,109,146
2021-08-22,2021,8,dom,234,0,10775000,17.91,28.39,199,54,29,614,139,172
2021-08-23,2021,8,lun,235,0,10775000,16.96,33.85,194,52,32,653,136,152
2021-08-24,2021,8,mar,236,0,10775000,13.5,33.52,215,71,39,591,139,162
